Item_Identifier,Item_Outlet_Sales
FDU48,3180.2029746367343
FDE29,961.2813267419909
NCT29,1865.4721742313188
DRK37,2668.5930266170353
FDK55,1248.7324418878889
FDR07,1228.055599709162
FDO21,5376.691011673516
FDK46,3790.218700269422
FDB12,1417.317855335702
FDT31,4917.242542202125
FDJ33,1758.9204555908882
FDC26,2740.264542040984
NCQ02,2816.0575988111623
FDP08,449.7252121850406
FDB11,5368.165259683499
FDV55,1990.570937785495
FDW20,1680.4287550695267
NCJ18,285.6904476598402
FDC41,924.7913034011755
FDE14,2614.078434470507
FDG35,2546.2198879737152
FDF45,894.9528626435588
FDS19,2035.0511369888475
FDS58,356.1046461378144
FDA26,3247.3333223344093
FDM32,1150.9630417331741
FDL45,1906.6661513317567
FDZ55,2277.361701059631
FDY37,2015.921432692184
FDO46,2921.318562796559
FDQ60,1798.4337818884424
FDA19,1613.350055626375
FDL15,2302.6834724768123
FDM10,2666.1837537572605
NCL05,576.806218473515
DRK49,91.06511014330334
NCE18,5503.2412022190965
FDG40,486.8699294344835
DRI59,3122.2838161971304
FDK28,3723.4836871492193
NCD06,88.67657315204819
FDO11,534.8222157034581
FDK27,1873.0512021079332
FDT43,1225.6406026225961
FDD38,1304.6975030958688
FDA16,3023.5295894909614
FDL14,3991.720653922723
NCM17,698.7492424626681
FDD20,1798.632785859933
FDA40,1235.9540973379017
FDL43,1104.583784773403
FDV15,1482.1555107443119
FDE52,1326.6693925292548
NCL17,315.7838067032511
NCJ31,3336.0173040046093
FDR60,1088.2442648322417
NCA18,1832.4189098277288
FDS21,1743.4621374588473
FDW09,1228.3368357302406
FDL26,2485.1694333426526
FDS47,1111.050434789559
FDC39,2872.318089500607
FDT51,1711.3306127034837
FDK40,3946.483602350844
NCG19,3081.2334954636103
FDZ07,997.9828165091305
FDF08,2284.956559801976
FDO04,756.4191365697573
FDK41,1018.3568484286856
FDP15,3767.6654900442345
NCD43,1325.3810486745317
NCP18,2039.6347822488888
FDZ51,1447.432813549337
DRH13,1624.8569307874404
FDF38,570.5333548653637
NCI43,683.2604783819434
FDM38,1474.9601364711218
FDS03,967.9180468408581
DRJ47,2500.834227287581
FDT50,193.77790163111175
FDV02,2515.3460005395937
NCG18,1590.7795032539502
FDW52,2517.6270669742426
FDS40,551.8890802179963
FDN31,2881.878188759256
FDA37,1695.550187445991
FDA15,3467.2463890383515
FDL39,2756.7340762947138
FDJ53,1695.3449803235876
FDX22,2951.6397653078548
NCZ42,3176.4617813866607
FDD56,4581.232237348399
FDD40,3062.9885011172955
FDS50,3113.2262249451696
NCN14,2821.4605022268543
FDT15,2815.4359519005616
NCS18,2551.755267107753
NCO26,249.7020239546643
FDF58,789.9345465547277
NCB19,1124.358975392151
FDH26,2075.9402197841073
DRB24,3698.6032296759236
FDA49,1016.627048738366
FDB32,1301.2152244728327
FDI36,3163.1009213156613
NCA17,310.3812431887285
FDH22,1796.3669567665422
NCM26,2083.2969600219567
FDT15,4744.33611091819
FDB16,1028.8238751152167
NCP54,3096.8419205219225
FDJ36,1498.4409617533415
FDO28,1625.0270172190935
FDU09,717.2495050463094
FDF29,1963.2677739062597
FDY08,1910.8959634166674
DRJ59,396.82696922825585
FDT23,2025.8740163797563
FDU15,393.363415056249
FDT47,1349.2321995322798
FDI53,358.9916174287687
FDR59,3493.3814933701124
FDD53,578.7549035305955
FDY51,3261.7699376700766
FDT04,523.1221469306654
FDU51,2623.0253478899945
FDG14,2357.9446893447634
NCU06,3165.5700107292946
DRG25,2706.062852302685
DRH49,1226.312262804846
FDN15,2116.0862953859055
FDL43,938.7716945101091
NCT18,2808.4411792155474
NCB31,3164.547931225686
FDK57,1888.7367473211655
FDY04,355.35359278492035
NCP54,1853.5171789256756
FDF41,3528.6578656776005
FDM01,1357.7687560670802
FDW03,1462.7342066603765
FDF28,1766.912120530358
FDY37,2127.4603086400316
FDQ03,3651.8496670724403
FDP51,3249.477472055989
FDJ40,1564.7212304712198
FDC32,1264.1352478954068
DRI49,1953.0854879097874
NCW54,848.6691212520274
FDF09,481.390133868325
FDP45,3179.656214859367
DRJ23,2522.524577391875
FDS59,1603.118896439628
FDY08,1917.579691813357
FDX16,2002.8621308157635
FDY16,2471.3533610710942
FDK32,2425.7406280315777
FDQ22,522.949352663823
NCC31,2116.2991030555286
FDG58,2266.8231879270415
DRF48,2639.4631674393354
DRH36,1041.6136710641058
NCR30,1076.943106751109
FDB03,507.84296907586105
FDZ28,3214.5324805329024
FDR35,3156.755276678372
DRD15,5105.550570061401
FDJ33,242.2493113630673
FDA56,246.3284382490311
FDP56,725.4460713287547
NCT30,686.5962740436297
FDK15,1452.5799614027796
FDH44,1804.5860169993118
FDV01,2268.422131491796
DRG03,2212.9889159609597
FDG50,2228.2929442937652
FDR16,428.0431424677888
FDZ60,1458.1129885388564
DRG03,2116.081495927677
FDS56,3260.45852038807
FDU33,616.077104514205
DRD27,1504.3454075319512
FDW22,3170.280628597636
DRA24,2214.9836008832312
FDF38,582.788347493407
FDX48,2260.3760611555285
FDS58,2148.9916994190676
FDC32,1284.567400552427
NCQ29,3487.0007328663496
DRK39,1009.9990719785079
NCS38,1683.0339562559873
DRO47,1467.6797858443665
DRG27,930.1110568988548
FDC57,4960.874115957144
FDS55,1999.8855559435137
NCJ06,1592.9702936931276
FDO01,288.44387562713774
NCM55,2771.3703199037527
FDC52,2233.345301729341
FDQ15,1114.6699146628307
NCT30,1163.5213714841816
NCR42,782.6331644310551
FDD28,892.8087540451234
FDQ34,1434.8396841979884
FDZ12,3570.6976426012675
DRE13,178.6796074308744
NCN07,268.37469751528437
FDM28,2863.4915286481464
FDI10,2590.977578086614
FDQ25,2456.000083268661
FDA38,449.7329669179384
DRI13,3190.108835446698
FDY20,2349.0310622709158
NCZ53,3064.112384516682
NCM31,1875.1586632048043
DRB01,2936.818119628562
DRF37,3540.564703794119
NCF42,2511.845248038113
FDF16,1784.2542887185868
FDB41,629.6428788172784
FDR34,3424.3560431550763
FDR15,2065.858391280117
NCV42,226.39842114336327
FDW51,3302.838182758138
FDU36,1453.337479011817
FDX60,1130.3636906627705
FDY03,1787.1674452189557
FDW55,3508.219055391189
FDT01,537.8761406122607
FDG58,2311.30522886626
FDK21,3441.9293285319454
NCS41,396.7221505624764
FDS10,2561.553148252833
NCT53,2361.0521708349834
FDJ28,2601.9879960125254
FDX44,1076.4156015666529
FDT20,396.8318965975445
FDO44,1546.2607014113403
NCX17,2905.1665847931426
FDY01,1738.5092067030844
FDJ12,5088.028053608242
DRK35,410.47383290979263
FDD47,334.35411770515475
NCM53,1631.4564781146037
FDO45,1175.6944960539722
NCM42,218.48001336596906
FDE04,2684.9221868099758
NCI30,5379.585740843057
FDZ19,2602.672168193607
FDW57,2639.3128122104736
FDA25,1517.8660075766356
FDT22,850.1277197407358
FDP51,1867.7038226368268
FDD48,2954.107755127704
FDY39,3112.5752643120313
FDO48,468.2739845679623
FDD23,4783.595251085975
DRN35,896.8345727878411
FDT01,3461.3506523012506
FDC20,116.32023624145174
DRJ35,1035.094735022424
FDB32,1407.340385307852
FDL24,2706.8050771166068
NCV42,1807.5427719816496
FDZ46,1549.4686322652467
FDC15,2234.8907124611233
FDD08,66.67079359475464
FDY50,1159.6818935774152
FDD36,1802.3071461551492
FDG57,1211.290587113269
FDL21,443.1666551177934
FDN16,2563.9725251542964
FDJ09,1074.2753276236579
FDS01,404.48021373734196
FDV33,3761.9575009883442
DRE12,1607.0504423247694
FDR07,1222.6511497840345
FDP48,401.6274733561237
NCB55,848.5645418162835
FDQ08,868.6613865833204
FDR34,3606.048346315121
FDO33,1648.375884037324
FDP13,527.3783719506491
FDX12,3582.2814817711596
NCT06,2512.656389478866
FDR16,449.24226186059246
FDE36,2664.373814241144
FDZ36,2738.46423309195
FDV13,1170.7282158013031
NCZ17,591.2158524306573
FDU56,2617.8421266967234
FDM09,2702.5216634437384
FDV02,2531.88495924491
FDS34,1414.0846972710156
FDA11,1369.9958017235642
FDP09,3136.6236084344664
FDB29,2854.516354660521
FDT19,2670.147912931464
DRH15,599.6122510639236
FDY38,3227.245979246028
FDF14,3774.290760974068
FDN48,190.15816871756152
FDQ12,3449.1102277884274
NCJ43,2424.119882873234
FDE17,313.40223980337925
FDB05,3491.3700568024506
FDH10,2341.7622944967834
NCR06,577.9405647151418
FDU32,1577.134445040619
FDD56,2583.3725617107807
FDO36,2387.8976162343815
FDH16,183.6223600632472
FDX10,364.24780883036885
FDZ37,1260.2604603711407
FDU31,447.73571052509
DRC49,1964.9112168542829
FDL15,2131.575504101915
FDN32,404.11533760462044
DRH59,1740.9920168402975
NCU29,2131.836285750897
FDR37,403.00752843078624
FDS14,2069.6334368304497
FDU02,5363.09811909779
FDJ08,3014.866815761274
NCZ06,3279.987487948582
FDO31,1084.2561189237206
FDH31,1290.512176230238
FDS58,2528.357843744585
NCA53,1220.8623356809167
FDF50,2940.001988255686
NCW42,3087.234652517765
NCQ17,2342.578575059554
FDK51,3093.919359379479
NCW41,391.2487181877062
NCR29,834.9717236039236
FDB08,343.2660914163011
FDA40,2159.4147835668464
FDL14,2158.2847604385593
FDB47,2972.2314234801447
FDO03,3730.4876541094645
DRK13,395.9866398551527
FDX13,516.9852230503471
FDF52,2728.3656328811994
FDT11,2762.4682817689127
FDB08,2206.5275855515124
FDQ28,2061.034735788109
FDD29,3454.963530020403
NCQ29,5573.1251493275395
NCO02,942.141474000787
FDR56,458.13438975445774
NCM54,1891.159484021002
FDP51,1846.7262730876614
FDT38,1093.8297709356127
FDZ20,3244.145298271535
FDJ53,1757.9856278229445
FDX13,3480.8857466524714
FDP58,3208.063173308965
NCK31,110.29335583668293
FDA35,1604.7549739680485
FDV37,2729.7447907867167
NCO07,4809.837099482271
FDA20,2575.6415470271368
FDZ59,2621.2942784051234
NCY17,616.8340588725849
FDQ28,2479.905147801865
FDV35,2184.3851798354717
FDQ36,468.21998466811476
FDD34,2136.8112297751277
FDK51,3333.8065796724845
FDV31,2650.710006038543
FDR04,1507.3604430012258
FDR14,835.1445481726224
DRC36,367.7866760100153
FDE39,267.04955318408156
FDP57,1453.357486534587
FDE57,2021.0895727173358
NCN18,1489.3264474800085
NCQ05,1963.0097360331158
FDW47,1954.6859342733974
FDV46,1991.9391440506106
NCP29,1002.411085514936
FDE09,1334.9806385969714
NCU06,5184.578524086168
FDT19,385.9509779085366
DRF15,2219.3374790665953
DRI51,2419.4187400023584
NCX54,1391.0624600856668
DRE01,3555.23803072167
NCB07,2785.893907652225
FDU50,1734.0361202697668
FDG40,503.01869904635805
FDW10,2057.9614513075144
FDX51,3028.0771281220723
NCP17,982.9070087081068
FDP21,3018.049924789435
FDL04,1381.7529598886397
FDV23,1896.3216242006686
FDF24,1233.6548212860034
FDH56,2911.9412597251344
FDB51,904.5334286283996
FDI58,2513.892018392897
FDR20,606.4544007156293
FDC51,1588.0913316243423
FDB16,2101.917080898077
FDE40,904.4723814626178
NCM17,696.006983123638
FDU56,2955.3177372953887
FDS32,292.4638755687773
FDX02,3102.2413712767875
FDT39,3893.646117849801
FDE35,820.1351427709824
NCI42,428.02063600785516
DRL23,1420.7835155652697
FDA10,1717.3342372723018
FDA11,1331.5428678458838
NCM06,2240.1327922323426
NCT05,3830.8177712278393
NCQ02,461.64238133108074
NCY06,1924.5492139137652
FDY56,3517.4940412788255
FDL02,1576.1981225254908
NCI06,2798.685590860201
FDQ14,1973.317462925238
FDQ12,3436.4007392716535
FDP36,721.5087648262227
FDK21,5830.849653955182
FDO40,1956.6308406346639
NCK54,265.4663422400387
FDY09,2382.2031099994683
NCW30,3208.4799000556936
NCC55,857.8488564331899
FDE58,1446.352135551775
FDR39,2900.7423516664794
FDU28,2736.146785183436
FDH08,3241.002023025768
FDG35,2483.2737997198983
FDG22,497.68950725739444
FDC34,2538.0432253140093
FDP15,3443.143983359888
FDK34,484.9801283301687
FDU45,1863.175983737637
FDQ04,907.677754765252
FDX22,2656.481849313517
FDB45,1356.1341085116583
NCH43,4910.607793598494
DRE60,3035.5215483059874
FDD17,5491.946984205646
NCM54,1888.28838390532
NCH55,1805.2289760965796
NCT06,2552.0708572839935
FDA48,5229.702790337445
FDY58,5430.2139163971115
FDO25,2969.907481317341
FDN50,1386.5634137392044
FDH35,2659.566530972305
FDK09,3097.5640684147306
FDO16,1020.698205794379
FDW11,969.4905597528399
FDU47,3346.77871696463
NCQ42,272.79309574148147
FDK55,2244.9566251844362
FDN08,1655.4387517804994
FDT57,3235.649336386773
FDJ12,2728.226089848074
DRL59,710.220805199686
NCN53,561.2960091419853
FDO51,90.47691734958326
FDK56,2686.27814380405
FDY12,776.506445128836
FDU15,587.4170693442031
FDQ19,3463.040520185038
DRF15,2104.572188451476
DRE25,184.73365031701803
FDK57,1590.7116637926265
FDD33,510.0694196520699
FDR34,5429.180388068181
FDU04,1682.957097844961
FDE35,141.7568881093142
NCD31,2582.132112920396
FDJ56,1530.0578315233554
NCU53,2363.940941608885
FDD39,3253.987904558032
NCU17,199.66568401081602
FDJ20,1780.3851845546037
NCW41,2211.767113876817
FDL52,575.5425964703896
FDS39,2168.60347295957
DRJ47,2465.400677226877
FDP13,91.4090909162237
DRK39,157.1511993091483
FDF28,260.719350123214
FDB09,1740.2436465919623
FDM51,1574.3634204069385
DRM49,476.27359206880635
DRF23,2115.7989949891485
DRH01,2627.946932274806
FDH12,2672.863441500848
FDA28,265.44531417867256
FDW37,1085.3562475046804
FDF02,1472.4834812993076
DRL37,627.7743671988924
NCF43,1946.8850403420915
FDH08,447.35745334947575
FDR34,492.8117995065278
NCK19,2975.499051346633
NCD55,488.19622962939076
FDT27,3485.198855953817
FDQ57,1909.4407204590234
FDA47,2505.5822207571205
DRG15,1692.5205169340534
FDE05,1794.9776527317053
FDN46,1432.897195233581
FDX27,2332.5736966538534
FDT51,1516.4804235246456
FDU33,596.7661537589922
FDJ16,1623.9901857342732
FDD20,274.9222254739693
FDT36,500.31187496609175
DRF15,3683.0481771943178
FDN52,178.9994025843199
FDC22,4984.2974460605055
FDX15,2400.3069457932697
FDT13,2951.7296438808844
FDU04,1779.7619656615368
FDU31,455.2985609953871
FDW59,2040.4549789559308
NCO29,2408.5193455037274
FDL15,2383.0449534881996
FDI41,1950.845938257098
FDQ48,1469.6749994808813
DRI39,798.9124313236091
FDI08,3570.9963600183028
FDC21,1524.048597675424
FDF58,1039.1400112855094
FDS08,349.7925261193617
FDE47,1753.5572259046662
NCP18,319.4132622778393
NCR41,1443.35928348397
FDA27,3553.777122532524
FDA43,3117.0706689066865
FDA49,1127.071861880412
NCE55,2417.4621799343076
DRM49,1085.890788444742
FDF22,5070.62609672697
FDQ15,973.6996111229678
NCS54,2766.846953538469
NCY05,508.61414616157515
FDR45,3313.3803017720725
FDK57,1770.3444763502052
FDF41,544.3859278613941
FDV21,1923.1621249021475
FDD51,622.3119772726242
FDF33,1820.3666798632016
FDA38,3180.8864653857445
FDR56,2821.5277579427097
NCN41,1840.6970187430436
FDC60,2179.464214351761
FDB47,2868.0319590915137
DRH01,2679.471300684517
FDW08,1425.5666309586168
FDF38,937.7631072303572
FDY32,2287.570143402245
FDG34,1510.6711151105592
FDG47,497.5838970582099
NCF18,2891.8208249495588
FDL39,391.10194663589414
NCH55,2040.3703795875306
DRJ35,906.9152705536533
FDS44,3503.860788843319
DRE01,3211.0510044045495
FDY39,2742.734634070473
FDY32,2110.265194406993
FDR33,2677.6597882106444
NCP50,1161.7161350251406
FDZ47,1215.5943912759894
FDU57,2154.939860738362
FDY44,3042.2635236285987
DRH59,871.0164705465597
FDB03,5535.547769927027
FDY46,2582.2167085348287
FDM39,2351.5547176379673
FDY36,1138.063467716398
NCM55,3006.7165893639294
FDJ50,109.85693673850221
DRL60,2046.891905109038
NCJ54,3227.1369102505696
FDX59,476.15613740911186
FDI07,3161.136187470429
DRF51,91.16267903156269
FDM14,1571.8975337393304
FDP21,2703.9657141876155
FDE40,1041.1813307131476
FDE05,2236.926417522507
FDM13,3073.8845314822743
FDC34,4152.855409137143
NCI55,1645.4782835132546
NCE43,2246.7194133172225
FDW58,1266.121582607856
FDG60,3149.235949913076
FDV31,2493.392141216698
FDR47,3128.0671583368694
FDM60,75.3357491465558
NCF06,2824.779680887879
NCN26,2834.1946445932026
FDQ59,1186.9500552223196
FDF09,526.1684962717055
NCS06,3050.2959600189943
FDT44,1731.849387102939
FDI19,3744.8366853910484
FDT22,895.127115736956
NCF54,4142.691055052057
DRG25,2758.1405564868405
FDB59,3051.1089657119037
FDQ37,3014.5045461550894
FDP56,738.1769788083069
FDW44,2748.444819902803
FDJ26,480.45792663877177
FDU43,2818.921905433095
FDW33,1401.7925799749753
NCX53,3450.27003531382
FDN56,267.842448667095
DRF15,2130.240578658867
FDO33,1684.1436104746508
FDZ39,204.69353403235826
NCJ19,781.197721632299
FDU01,3075.6540790029003
FDT12,3443.0966219462302
NCM18,871.3879956988774
FDP19,1828.6757909366515
NCR42,475.4231527370104
FDN10,1826.3402944761476
FDG44,801.1141952896771
FDQ10,2551.3254831688855
DRH13,1472.9821391268238
FDT52,3477.8718453634247
FDM56,1446.9875920064164
NCO43,198.70706665781617
NCV29,2797.309310560232
NCF06,3195.8278722525447
FDO50,1353.3456162414702
FDT59,3527.3155014031468
FDX40,860.5449649843374
FDE50,2988.0044909257663
FDX51,3245.6292273785334
NCD30,1249.6946978575538
FDK15,1513.7721923612667
FDL12,885.6164109307609
FDK46,3765.3099820322227
DRH49,160.1419765610447
FDQ57,2073.330661356362
FDY59,1334.6556212639894
FDO09,3257.9648716948886
NCG30,1857.730556853282
FDM09,2527.882614179364
NCN17,2463.3828775853062
NCS42,1191.9249858575286
FDD02,251.22446092622874
FDE34,2813.5935300815563
FDU38,2755.134975342362
FDB33,2437.9297148334745
NCJ29,1255.7452712070449
FDZ27,730.3598037647812
FDI40,1428.8504518487669
FDG22,486.6232848274894
FDT51,1576.1169790572862
FDF20,2686.501075622162
FDV50,1848.6975626053218
FDT02,526.8374733458556
DRC49,2036.492138830473
FDF26,2104.6959343220647
FDV52,1942.4642291129383
FDX59,528.3789566207905
FDV25,3357.2320185025883
FDW23,878.8540107704927
FDE53,1308.2913728308574
FDA19,1872.5257998174268
FDH22,1779.3766446044528
NCO41,1423.5137954990057
FDX12,3735.3378290594396
FDF17,2896.594835238049
FDS11,3142.373089183133
FDR51,2357.4315213901245
FDT49,220.5769202388843
FDC56,1740.931054190003
FDR13,2968.2797111875448
FDQ60,1865.9388421745728
FDN38,3492.176100405638
NCL29,2338.071150036817
FDO13,4050.5763291284
FDE26,1815.018425383604
FDA31,358.79502167094245
FDX14,1148.2590705918283
FDA34,2599.874696341937
FDF26,2161.3773214104694
FDE38,2259.7553849472324
DRI11,1624.5372534397475
FDQ60,3142.4912815497764
FDL21,922.4926611928266
DRC12,4727.979479994203
FDC47,3070.4474745770312
FDE57,1824.8830525915596
FDT14,1731.0429530590059
NCZ53,2813.526821761982
FDE28,2925.8521238860194
FDR19,2115.402732443779
NCF54,356.2978727664836
FDZ08,1146.359262282009
NCJ05,2034.6013033406782
FDF59,1854.2038826535018
NCO05,1680.3124478987604
FDW24,570.150833957959
NCX42,2222.486403268896
NCA53,762.5418630651313
FDI45,373.6861042196412
FDG46,1755.510874660873
FDM20,496.41142187359463
FDW11,146.02779521930444
FDX08,2824.7259604839624
NCK17,634.4433631641134
FDK32,1892.1516369894305
NCA42,2601.6510918814374
DRI01,2685.6153279640985
NCL55,3511.66479219856
DRE25,1201.4322283800761
FDD14,2696.8961249929926
FDB10,3254.3026919038684
DRN11,2179.0458755919153
FDP38,617.5638879222619
NCA30,2643.729991091971
FDT15,2990.581902692764
NCP55,737.9750836642706
FDF12,2141.9681426411908
FDM21,3141.7746701509186
FDX56,3247.9344820192878
FDF10,2019.1836128185384
FDT32,2764.025665429142
FDM51,1300.461968028516
NCR50,2067.9201641044137
FDI19,3595.6386111405636
FDX21,1506.8174875336376
FDR31,2194.0928085573614
FDY02,3918.1020681667187
NCA29,2560.1929422728294
NCX17,2675.249910946469
FDM12,2840.4044822086425
FDI53,4118.099689241199
NCU30,2579.2667822938397
FDC56,3201.5692420610894
FDK27,1601.9263699692103
NCK18,2632.04106618368
FDB52,532.1811262901722
DRG25,4636.788369634509
FDZ13,752.1619670747505
FDB57,473.7675890070907
FDR40,1229.9567577847793
NCO14,92.1901247556242
NCN19,2919.8358991053183
FDQ28,320.7498095375528
FDO13,1969.7605407949845
FDK48,1051.4011408707102
FDU07,1947.7528164801652
FDW20,1867.7763770783731
FDV12,196.2949870260756
FDH24,2332.321748843598
FDV59,3172.059596526925
FDK57,1682.730764640178
FDL16,1098.2889678467973
NCQ17,2200.598031415975
FDJ15,2532.4162197490996
FDX24,1351.1475947436966
FDT47,1491.7586185716802
FDT10,904.110361965531
FDZ37,1052.343784598533
FDW43,5554.424337212293
DRN36,1397.0293212673464
FDJ14,1085.088155342549
FDA32,3211.3511560295024
FDJ38,440.66088942050476
FDQ57,2046.0314532104962
NCQ41,425.2351422295554
FDG56,908.95605697722
DRC13,2918.1212302689432
FDV55,2137.6744823727395
FDQ49,2443.6308714088505
FDE29,146.8640279239408
FDR03,3247.395283895717
FDD45,1296.7942740632798
FDN38,523.7354489592436
FDT56,828.1766186676018
FDT48,3071.318207750657
FDU03,2706.0991839467283
FDC56,254.2784432004858
NCO43,2405.131014377135
FDQ27,1604.2825221374083
FDR03,3186.917251354541
DRH23,124.34546159411988
FDG22,510.6107314620749
NCJ42,1373.255136609711
FDR24,1377.6522654457326
FDW60,2694.9930793698595
FDJ08,2942.873307431709
DRL59,589.7231777636107
FDG60,482.27032734498425
FDW27,2258.2694681032667
FDX14,981.804928020153
FDC20,769.8356640861476
NCS29,3289.9616064571037
FDJ56,1451.104972244575
FDB20,158.34086987626583
FDL28,5337.198411104246
FDW01,1916.8929594081544
FDL03,3047.644836167521
FDX22,3012.3790259946354
FDJ21,2212.850048449646
FDR31,1859.2543823421017
FDG21,2821.4967287118884
FDS22,988.7502333630678
FDK08,1488.0727309787876
FDE17,1798.3195103935043
NCN30,1514.1947769892222
FDT50,1445.5431886776
NCX42,2399.5467937805465
FDJ12,3363.1941889666205
NCA18,2898.333973504695
FDP23,458.2870814184953
FDX12,3703.9282590983653
FDN40,1885.345275784312
FDV48,1225.7084378935574
NCY54,2345.1545840062367
FDL16,106.83348982854784
FDR45,3047.993963982164
FDJ52,2335.6653612394575
DRG01,1153.1791817939509
FDP52,3270.728881920597
FDU58,2890.4149319315643
FDL02,1428.252424105779
FDG28,3476.207356786962
FDA19,1938.4172009880242
FDW46,1816.4286741126311
NCD43,1510.8948563414556
DRG39,680.4179565819705
NCF55,555.3717451396366
FDJ07,1834.6613047230637
FDE08,2106.6700392667444
FDP56,100.90845353164718
FDT45,716.4964063779934
FDF17,2655.051956189432
FDX44,1226.843579856041
FDM28,4593.194807171547
FDI36,2947.598087702071
FDS07,1606.4235259198078
FDD36,1720.1900932160208
FDW11,966.1429087960009
FDN40,2121.6557674912974
NCQ18,1429.316487739699
NCQ54,2620.9160968144456
NCS42,1249.6795066354482
DRH39,156.74965471719517
FDC09,2647.803374625899
FDT08,302.3265424295718
FDC08,3492.7417567406683
FDT20,503.75115307874705
FDS35,1065.703668106399
FDX58,2480.0708759349377
FDW58,1515.0358726620618
DRD27,1416.3627374435366
FDH32,197.9142385359426
FDS26,3990.6998136434904
FDQ31,1220.4127506432576
FDP11,2956.056854003559
FDD58,1404.7383500269325
FDM33,2956.150571937775
FDZ16,2941.7841339710776
NCS29,539.5122243437164
NCM18,121.51179682814072
FDP11,3236.9455620103017
NCC42,2082.6830234431873
DRM23,2349.6239363995146
NCN55,5047.855166634141
FDK46,3699.833437233747
FDR01,3057.6042759268694
NCA05,2000.593866729509
NCP43,2696.9070494603393
FDR12,346.4501190682448
FDQ01,3514.4890559522237
FDM13,1444.9951973401985
FDQ19,3485.577073331526
FDK56,388.93026578215404
NCX06,444.2828328228943
FDO56,3185.2495406307908
FDU45,1590.5533221932233
FDI16,117.49759883392534
FDL32,1632.1096497176738
FDA07,1929.472741553117
FDA14,1944.2342649810967
FDV46,3342.875321337526
NCO07,3207.690419047897
NCP41,1550.8820673741914
FDY60,1764.7856646368396
FDN38,3668.5520316955826
FDO15,1152.7295147406976
FDT60,1833.6816242137513
FDA55,3417.429500579601
FDE02,207.55478555031627
DRJ39,2966.0801864476007
FDV34,1115.6273293928566
FDS20,4778.619719207402
FDF02,2650.577646486397
FDW40,1999.9293400257902
NCB43,2502.395081485646
FDR58,1301.3489558323038
DRJ59,606.1625778665432
NCD30,1473.6435380546575
FDE14,1512.4084487166087
FDC28,1270.4240910396572
FDU16,981.7272127649775
NCD19,903.1414374400712
FDU21,534.6472199442842
FDV59,5137.662296582432
FDU03,2825.3389698385
FDC33,450.24962304862936
NCR42,504.7976204268137
DRH59,1154.2730446059516
NCM31,2008.9114481357863
FDS50,3285.8870352268973
FDP39,780.6698303716489
FDQ55,1708.364847299402
FDV36,277.9630461262444
FDI05,2028.9217721555035
FDS45,2687.020271820124
FDA39,523.4264142236506
FDC37,209.6710515946154
FDJ60,4181.491912817803
DRQ35,1797.6292763272768
NCJ06,1792.0586619537896
NCY42,1857.7439498148976
DRM37,2980.8187345897086
FDR14,732.9082053319819
FDE51,609.6654617002166
FDT33,2526.8416836638926
FDR08,1574.4373050217778
FDE36,347.3743545342499
FDL22,187.66070976139332
FDR44,1798.9353637904383
FDI56,172.17679069553472
FDE47,254.9043952909801
FDV27,176.77043247889276
FDV10,589.986811414497
FDC40,1077.1809036695663
NCX41,3062.111368216849
NCQ38,2432.6048796471237
FDV12,2592.656391532064
FDE52,1233.3022578475106
FDG20,4557.09607455595
FDV16,828.5502369274858
FDI32,1599.6186698199476
FDJ32,918.0699107654143
FDN39,2169.1594806043377
FDY34,2595.405872679857
FDC14,616.1788593085323
FDA55,3337.0598629657707
FDZ50,408.33564276926273
DRG13,2430.6498024505786
FDP01,2182.6904362855917
NCG54,2612.1676611483103
FDM13,1333.72567400368
NCO18,4349.387466210161
NCW41,2333.230828925563
FDM52,3561.3458790853874
NCF55,536.5397991057363
FDT09,2010.891203639969
NCM19,1672.573154824746
FDW12,1794.057424613591
FDP15,504.55695527468936
FDK36,669.9171400642444
FDZ25,2837.3524541721376
NCW06,2949.945817153705
FDW60,2631.6976962961353
DRC49,1973.559355275845
NCT17,3112.3593168759107
NCN06,2163.306124311326
FDC45,2536.7958719450594
DRJ47,354.95056428845885
NCF06,3048.419442783211
FDE21,231.84759742296
DRG27,564.9215326371807
FDW40,1932.6975203119712
NCO53,2557.060117596854
FDE23,610.4774774479969
FDQ16,1507.1953366564492
FDS26,3460.6946275052583
FDZ13,107.48814953697683
FDS14,2227.118098782484
FDC10,1723.9826605967748
FDY16,2800.8949216523074
FDJ20,1868.7774240357094
FDV43,595.4138508201415
FDZ32,2682.5440262750126
FDR23,2575.8496165188258
FDN24,794.3491363836529
FDE34,4782.818325910845
FDU31,3157.0952620359394
FDW33,1332.0712708662847
FDU26,1810.9009438242024
FDE20,4371.1263760621405
NCW05,1554.3270600594815
FDB22,1851.9281512189018
FDO56,1789.0334397151792
FDA19,3240.5849539968976
DRI39,814.0757889784572
FDH52,782.4674871064938
FDZ50,3001.70456709656
NCN42,2207.2407150494614
FDB53,2049.502673704317
DRG11,1488.0574118328063
DRK11,3372.3690523283954
FDQ60,1805.0951314622923
FDT36,455.48892537469527
DRG25,2566.721235987681
DRJ23,2717.9539035706266
FDG05,2542.8864178237995
NCK06,1742.573579224324
FDU52,2226.4661057481467
FDW07,1005.3179821923969
NCM17,664.0589128972008
FDA22,2406.739034198072
NCA41,2746.0088618150658
FDF38,632.9943712448942
FDH52,1026.4957929288998
FDY58,463.42523398167253
